x,average,above,below
0,33.673469387755105,33.67346938775511,33.6734693877551
1,37.755102040816325,40.49314446224464,35.01705961938801
2,40.816326530612244,46.95575875775156,34.67689430347293
3,43.57142857142857,51.423268817636995,35.719588325220144
4,46.02040816326531,54.41570741717415,37.62510890935647
5,47.6530612244898,55.714285714285715,39.59183673469388
6,49.99999999999999,58.836993916167735,41.16300608383225
7,52.346938775510196,60.42106949273401,44.27280805828638
8,54.183673469387756,63.02596799219997,45.34137894657554
9,55.10204081632653,64.73936241070824,45.46471922194482
10,56.22448979591837,66.6949913876207,45.75398820421604
11,57.3469387755102,68.278172849667,46.415704701353405
12,60.30612244897959,69.65219227758399,50.960052620375194
13,62.244897959183675,70.57232888289926,53.9174670354681
14,63.265306122448976,72.11407485252195,54.416537392376
15,63.673469387755105,72.69932423979428,54.64761453571593
16,63.87755102040817,72.93794811445842,54.81715392635792
17,64.28571428571429,73.5596471571443,55.01178141428428
18,65.10204081632654,74.58470216774609,55.61937946490699
19,65.91836734693878,74.44595200643926,57.390782687438296
20,68.67346938775509,74.48263074591439,62.86430802959579
21,69.08163265306123,74.6341909634338,63.529074342688666
22,69.6938775510204,75.55656425396866,63.831190848072154
23,70.81632653061226,75.51906882522569,66.11358423599883
24,70.81632653061226,75.51906882522569,66.11358423599883
25,71.22448979591837,76.04962874185179,66.39935084998496
26,71.73469387755102,75.52671513797185,67.9426726171302
27,72.34693877551021,76.03878622757665,68.65509132344377
28,72.85714285714286,76.65328066076292,69.0610050535228
29,73.06122448979593,76.66024328337724,69.46220569621462
30,73.06122448979593,76.66024328337724,69.46220569621462
31,73.06122448979593,76.66024328337724,69.46220569621462
32,73.26530612244899,76.9387755102041,69.59183673469389
33,73.26530612244899,76.9387755102041,69.59183673469389
34,73.6734693877551,76.58833813409912,70.75860064141109
35,74.08163265306123,77.34693877551021,70.81632653061226
36,74.18367346938776,77.60013653934351,70.767210399432
37,74.18367346938776,77.60013653934351,70.767210399432
38,74.28571428571429,77.87314200637694,70.69828656505165
39,74.28571428571429,77.87314200637694,70.69828656505165
40,74.48979591836735,78.14051914693843,70.83907268979627
41,74.48979591836735,78.14051914693843,70.83907268979627
42,74.89795918367346,78.85524886319699,70.94066950414994
43,74.89795918367346,78.85524886319699,70.94066950414994
44,74.89795918367346,78.85524886319699,70.94066950414994
45,74.89795918367346,78.85524886319699,70.94066950414994
46,75.51020408163265,79.95806014647007,71.06234801679523
47,75.51020408163265,79.95806014647007,71.06234801679523
48,75.61224489795919,80.09391658285668,71.1305732130617
49,75.61224489795919,80.09391658285668,71.1305732130617
50,75.71428571428571,80.11033861806898,71.31823281050244
51,75.71428571428571,80.11033861806898,71.31823281050244
52,76.32653061224491,80.35164957618696,72.30141164830286
53,76.32653061224491,80.35164957618696,72.30141164830286
54,76.32653061224491,80.35164957618696,72.30141164830286
55,76.32653061224491,80.35164957618696,72.30141164830286
56,76.53061224489797,80.40278897163476,72.65843551816117
57,76.53061224489797,80.40278897163476,72.65843551816117
58,76.53061224489797,80.40278897163476,72.65843551816117
59,76.53061224489797,80.40278897163476,72.65843551816117
60,76.53061224489797,80.40278897163476,72.65843551816117
61,76.53061224489797,80.40278897163476,72.65843551816117
62,76.53061224489797,80.40278897163476,72.65843551816117
63,76.53061224489797,80.40278897163476,72.65843551816117
64,76.73469387755102,80.65497402291807,72.81441373218398
65,76.73469387755102,80.65497402291807,72.81441373218398
66,77.24489795918367,80.44091015578894,74.04888576257841
67,77.55102040816327,80.61224489795919,74.48979591836735
68,77.55102040816327,80.61224489795919,74.48979591836735
69,78.06122448979592,81.26374588295413,74.85870309663771
70,78.06122448979592,81.26374588295413,74.85870309663771
71,78.06122448979592,81.26374588295413,74.85870309663771
72,78.16326530612244,81.12772225435386,75.19880835789102
73,78.16326530612244,81.12772225435386,75.19880835789102
74,78.16326530612244,81.12772225435386,75.19880835789102
75,78.26530612244898,81.32823082036808,75.20238142452988
76,78.26530612244898,81.32823082036808,75.20238142452988
77,78.26530612244898,81.32823082036808,75.20238142452988
78,78.26530612244898,81.32823082036808,75.20238142452988
79,78.46938775510203,81.54588029217986,75.39289521802421
80,78.77551020408163,81.54380815637765,76.0072122517856
81,78.77551020408163,81.54380815637765,76.0072122517856
82,78.77551020408163,81.54380815637765,76.0072122517856
83,78.77551020408163,81.54380815637765,76.0072122517856
84,78.77551020408163,81.54380815637765,76.0072122517856
85,78.97959183673468,82.08136411297359,75.87781956049578
86,79.38775510204081,82.79659042622245,75.97891977785918
87,79.79591836734693,82.67484407748282,76.91699265721104
88,79.79591836734693,82.67484407748282,76.91699265721104
89,79.79591836734693,82.67484407748282,76.91699265721104
90,79.99999999999999,82.92912246824638,77.0708775317536
91,79.99999999999999,82.92912246824638,77.0708775317536
92,79.99999999999999,82.92912246824638,77.0708775317536
93,80.30612244897958,83.22990791467231,77.38233698328685
94,80.30612244897958,83.22990791467231,77.38233698328685
95,80.71428571428571,83.92330310071762,77.5052683278538
96,81.53061224489795,84.73962963132986,78.32159485846604
97,81.53061224489795,84.73962963132986,78.32159485846604
98,81.53061224489795,84.73962963132986,78.32159485846604
99,81.53061224489795,84.73962963132986,78.32159485846604
100,81.53061224489795,84.73962963132986,78.32159485846604
