x,average,above,below,min,max,stv
0,33.6734693877551,33.6734693877551,33.6734693877551,33.6734693877551,33.6734693877551,0.0
1,35.714285714285715,35.714285714285715,35.714285714285715,35.714285714285715,35.714285714285715,0.0
2,37.755102040816325,39.795918367346935,35.714285714285715,35.714285714285715,39.795918367346935,2.04081632653061
3,40.816326530612244,41.83673469387755,39.795918367346935,39.795918367346935,41.83673469387755,1.0204081632653086
4,45.91836734693878,52.04081632653062,39.79591836734694,39.795918367346935,52.04081632653062,6.122448979591841
5,46.93877551020408,54.08163265306123,39.795918367346935,39.795918367346935,54.08163265306123,7.142857142857146
6,47.95918367346938,56.12244897959183,39.795918367346935,39.795918367346935,56.12244897959183,8.163265306122447
7,47.95918367346938,56.12244897959183,39.795918367346935,39.795918367346935,56.12244897959183,8.163265306122447
8,50.0,56.12244897959184,43.87755102040816,43.87755102040816,56.12244897959183,6.122448979591834
9,55.10204081632653,56.12244897959183,54.08163265306123,54.08163265306123,56.12244897959183,1.0204081632653015
10,56.63265306122449,57.14285714285714,56.12244897959184,56.12244897959183,57.14285714285714,0.5102040816326543
11,56.63265306122449,57.14285714285714,56.12244897959184,56.12244897959183,57.14285714285714,0.5102040816326543
12,58.673469387755105,60.20408163265307,57.14285714285714,57.14285714285714,60.204081632653065,1.5306122448979629
13,58.673469387755105,60.20408163265307,57.14285714285714,57.14285714285714,60.204081632653065,1.5306122448979629
14,64.28571428571428,67.3469387755102,61.22448979591836,61.224489795918366,67.3469387755102,3.061224489795915
15,64.28571428571428,67.3469387755102,61.22448979591836,61.224489795918366,67.3469387755102,3.061224489795915
16,69.89795918367346,71.42857142857142,68.36734693877551,68.36734693877551,71.42857142857143,1.5306122448979593
17,69.89795918367346,71.42857142857142,68.36734693877551,68.36734693877551,71.42857142857143,1.5306122448979593
18,71.93877551020408,72.44897959183673,71.42857142857143,71.42857142857143,72.44897959183673,0.5102040816326507
19,72.9591836734694,73.46938775510205,72.44897959183675,72.44897959183673,73.46938775510205,0.5102040816326578
20,72.9591836734694,73.46938775510205,72.44897959183675,72.44897959183673,73.46938775510205,0.5102040816326578
21,73.9795918367347,74.48979591836735,73.46938775510205,73.46938775510205,74.48979591836735,0.5102040816326507
22,73.9795918367347,74.48979591836735,73.46938775510205,73.46938775510205,74.48979591836735,0.5102040816326507
23,73.9795918367347,74.48979591836735,73.46938775510205,73.46938775510205,74.48979591836735,0.5102040816326507
24,73.9795918367347,74.48979591836735,73.46938775510205,73.46938775510205,74.48979591836735,0.5102040816326507
25,73.9795918367347,74.48979591836735,73.46938775510205,73.46938775510205,74.48979591836735,0.5102040816326507
26,73.9795918367347,74.48979591836735,73.46938775510205,73.46938775510205,74.48979591836735,0.5102040816326507
27,75.0,76.53061224489795,73.46938775510205,73.46938775510205,76.53061224489795,1.5306122448979522
28,75.0,76.53061224489795,73.46938775510205,73.46938775510205,76.53061224489795,1.5306122448979522
29,75.0,76.53061224489795,73.46938775510205,73.46938775510205,76.53061224489795,1.5306122448979522
30,75.0,76.53061224489795,73.46938775510205,73.46938775510205,76.53061224489795,1.5306122448979522
31,75.0,76.53061224489795,73.46938775510205,73.46938775510205,76.53061224489795,1.5306122448979522
32,75.0,76.53061224489795,73.46938775510205,73.46938775510205,76.53061224489795,1.5306122448979522
33,76.53061224489795,76.53061224489795,76.53061224489795,76.53061224489795,76.53061224489795,0.0
34,79.08163265306122,81.63265306122449,76.53061224489795,76.53061224489795,81.63265306122449,2.551020408163268
35,79.08163265306122,81.63265306122449,76.53061224489795,76.53061224489795,81.63265306122449,2.551020408163268
36,79.08163265306122,81.63265306122449,76.53061224489795,76.53061224489795,81.63265306122449,2.551020408163268
37,79.08163265306122,81.63265306122449,76.53061224489795,76.53061224489795,81.63265306122449,2.551020408163268
38,79.08163265306122,81.63265306122449,76.53061224489795,76.53061224489795,81.63265306122449,2.551020408163268
39,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
40,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
41,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
42,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
43,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
44,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
45,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
46,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
47,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
48,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
49,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
50,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
51,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
52,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
53,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
54,81.12244897959184,81.63265306122449,80.61224489795919,80.61224489795919,81.63265306122449,0.5102040816326507
