x,average,above,below,min,max
0,33.6734693877551,33.6734693877551,33.6734693877551,33.6734693877551,33.6734693877551
1,39.795918367346935,39.795918367346935,39.795918367346935,39.795918367346935,39.795918367346935
2,41.07142857142857,42.39697765885373,39.74587948400341,39.795918367346935,42.857142857142854
3,41.58163265306122,43.66973284996746,39.49353245615498,39.795918367346935,44.89795918367347
4,42.857142857142854,44.10688252182815,41.60740319245756,41.83673469387755,44.89795918367347
5,48.724489795918366,52.567989585030446,44.880990006806286,44.89795918367347,53.06122448979592
6,52.04081632653061,56.98742842593502,47.0942042271262,44.89795918367347,57.14285714285714
7,54.59183673469388,60.38664116918395,48.7970323002038,44.89795918367347,60.204081632653065
8,58.92857142857143,67.07188249975121,50.78526035739165,44.89795918367347,64.28571428571429
9,61.4795918367347,65.25475729258898,57.70442638088042,55.10204081632652,64.28571428571429
10,65.56122448979592,70.25815118355152,60.86429779604031,59.183673469387756,71.42857142857143
11,65.56122448979592,70.25815118355152,60.86429779604031,59.183673469387756,71.42857142857143
12,69.38775510204081,72.99544276115586,65.78006744292577,66.3265306122449,75.51020408163265
13,69.89795918367346,73.46938775510203,66.3265306122449,66.3265306122449,75.51020408163265
14,70.91836734693878,73.84926665639696,67.9874680374806,67.3469387755102,75.51020408163265
15,71.9387755102041,75.2056756313433,68.6718753890649,69.38775510204081,77.55102040816327
16,73.9795918367347,78.57142857142857,69.38775510204083,70.40816326530613,81.63265306122449
17,76.53061224489797,80.79928584966366,72.26193864013227,72.44897959183673,83.6734693877551
18,78.06122448979592,81.32812461093513,74.7943243686567,75.51020408163265,83.6734693877551
19,78.57142857142857,81.71653775661683,75.42631938624031,75.51020408163265,83.6734693877551
20,78.57142857142857,81.71653775661683,75.42631938624031,75.51020408163265,83.6734693877551
21,78.57142857142857,81.71653775661683,75.42631938624031,75.51020408163265,83.6734693877551
22,78.57142857142857,81.71653775661683,75.42631938624031,75.51020408163265,83.6734693877551
23,79.08163265306123,82.34853277420045,75.81473253192202,75.51020408163265,83.6734693877551
24,79.08163265306123,82.34853277420045,75.81473253192202,75.51020408163265,83.6734693877551
25,79.08163265306123,82.34853277420045,75.81473253192202,75.51020408163265,83.6734693877551
26,79.08163265306123,82.34853277420045,75.81473253192202,75.51020408163265,83.6734693877551
27,79.08163265306123,82.34853277420045,75.81473253192202,75.51020408163265,83.6734693877551
